fare_id,route_id,origin_id,destination_id,contains_id
180,,PLZA,SFIA,
101,,PLZA,MLBR,
88,,PLZA,WDUB,
35,,NBRK,RICH,
35,,NBRK,DELN,
35,,NBRK,PLZA,
105,,NBRK,NBRK,
35,,NBRK,DBRK,
35,,NBRK,ASHB,
35,,NBRK,MCAR,
36,,NBRK,19TH,
36,,NBRK,12TH,
36,,NBRK,LAKE,
44,,NBRK,FTVL,
50,,NBRK,COLS,
58,,NBRK,SANL,
62,,NBRK,BAYF,
67,,NBRK,HAYW,
73,,NBRK,SHAY,
82,,NBRK,UCTY,
88,,NBRK,FRMT,
76,,NBRK,CONC,
68,,NBRK,PHIL,
65,,NBRK,WCRK,
59,,NBRK,LAFY,
48,,NBRK,ORIN,
35,,NBRK,ROCK,
39,,NBRK,WOAK,
75,,NBRK,EMBR,
75,,NBRK,MONT,
75,,NBRK,POWL,
75,,NBRK,CIVC,
77,,NBRK,16TH,
78,,NBRK,24TH,
81,,NBRK,GLEN,
82,,NBRK,BALB,
84,,NBRK,DALY,
84,,NBRK,COLM,
67,,NBRK,CAST,
88,,NBRK,DUBL,
79,,NBRK,NCON,
89,,NBRK,PITT,
87,,NBRK,SSAN,
92,,NBRK,SBRN,
177,,NBRK,SFIA,
98,,NBRK,MLBR,
85,,NBRK,WDUB,
35,,DBRK,RICH,
35,,DBRK,DELN,
35,,DBRK,PLZA,
35,,DBRK,NBRK,
105,,DBRK,DBRK,
35,,DBRK,ASHB,
35,,DBRK,MCAR,
35,,DBRK,19TH,
35,,DBRK,12TH,
35,,DBRK,LAKE,
42,,DBRK,FTVL,
48,,DBRK,COLS,
56,,DBRK,SANL,
61,,DBRK,BAYF,
66,,DBRK,HAYW,
72,,DBRK,SHAY,
81,,DBRK,UCTY,
87,,DBRK,FRMT,
75,,DBRK,CONC,
67,,DBRK,PHIL,
64,,DBRK,WCRK,
57,,DBRK,LAFY,
46,,DBRK,ORIN,
35,,DBRK,ROCK,
37,,DBRK,WOAK,
74,,DBRK,EMBR,
74,,DBRK,MONT,
74,,DBRK,POWL,
74,,DBRK,CIVC,
76,,DBRK,16TH,
77,,DBRK,24TH,
80,,DBRK,GLEN,
81,,DBRK,BALB,
83,,DBRK,DALY,
83,,DBRK,COLM,
67,,DBRK,CAST,
87,,DBRK,DUBL,
78,,DBRK,NCON,
88,,DBRK,PITT,
86,,DBRK,SSAN,
91,,DBRK,SBRN,
176,,DBRK,SFIA,
97,,DBRK,MLBR,
84,,DBRK,WDUB,
35,,ASHB,RICH,
35,,ASHB,DELN,
35,,ASHB,PLZA,
35,,ASHB,NBRK,
35,,ASHB,DBRK,
105,,ASHB,ASHB,
35,,ASHB,MCAR,
35,,ASHB,19TH,
35,,ASHB,12TH,
35,,ASHB,LAKE,
39,,ASHB,FTVL,
45,,ASHB,COLS,
54,,ASHB,SANL,
60,,ASHB,BAYF,
65,,ASHB,HAYW,
70,,ASHB,SHAY,
79,,ASHB,UCTY,
85,,ASHB,FRMT,
74,,ASHB,CONC,
66,,ASHB,PHIL,
63,,ASHB,WCRK,
54,,ASHB,LAFY,
43,,ASHB,ORIN,
35,,ASHB,ROCK,
35,,ASHB,WOAK,
71,,ASHB,EMBR,
71,,ASHB,MONT,
71,,ASHB,POWL,
71,,ASHB,CIVC,
74,,ASHB,16TH,
75,,ASHB,24TH,
78,,ASHB,GLEN,
79,,ASHB,BALB,
81,,ASHB,DALY,
81,,ASHB,COLM,
65,,ASHB,CAST,
85,,ASHB,DUBL,
78,,ASHB,NCON,
87,,ASHB,PITT,
84,,ASHB,SSAN,
89,,ASHB,SBRN,
174,,ASHB,SFIA,
95,,ASHB,MLBR,
82,,ASHB,WDUB,
49,,MCAR,RICH,
43,,MCAR,DELN,
38,,MCAR,PLZA,
35,,MCAR,NBRK,
35,,MCAR,DBRK,
35,,MCAR,ASHB,
105,,MCAR,MCAR,
35,,MCAR,19TH,
35,,MCAR,12TH,
35,,MCAR,LAKE,
35,,MCAR,FTVL,
41,,MCAR,COLS,
50,,MCAR,SANL,
56,,MCAR,BAYF,
63,,MCAR,HAYW,
68,,MCAR,SHAY,
77,,MCAR,UCTY,
83,,MCAR,FRMT,
74,,MCAR,CONC,
66,,MCAR,PHIL,
63,,MCAR,WCRK,
53,,MCAR,LAFY,
35,,MCAR,ORIN,
35,,MCAR,ROCK,
35,,MCAR,WOAK,
67,,MCAR,EMBR,
67,,MCAR,MONT,
67,,MCAR,POWL,
67,,MCAR,CIVC,
70,,MCAR,16TH,
72,,MCAR,24TH,
76,,MCAR,GLEN,
77,,MCAR,BALB,
79,,MCAR,DALY,
79,,MCAR,COLM,
62,,MCAR,CAST,
83,,MCAR,DUBL,
78,,MCAR,NCON,
87,,MCAR,PITT,
82,,MCAR,SSAN,
87,,MCAR,SBRN,
172,,MCAR,SFIA,
93,,MCAR,MLBR,
80,,MCAR,WDUB,
53,,19TH,RICH,
47,,19TH,DELN,
42,,19TH,PLZA,
36,,19TH,NBRK,
35,,19TH,DBRK,
35,,19TH,ASHB,
35,,19TH,MCAR,
105,,19TH,19TH,
35,,19TH,12TH,
35,,19TH,LAKE,
35,,19TH,FTVL,
35,,19TH,COLS,
46,,19TH,SANL,
53,,19TH,BAYF,
61,,19TH,HAYW,
66,,19TH,SHAY,
75,,19TH,UCTY,
81,,19TH,FRMT,
74,,19TH,CONC,
67,,19TH,PHIL,
64,,19TH,WCRK,
56,,19TH,LAFY,
44,,19TH,ORIN,
35,,19TH,ROCK,
35,,19TH,WOAK,
63,,19TH,EMBR,
63,,19TH,MONT,
63,,19TH,POWL,
63,,19TH,CIVC,
66,,19TH,16TH,
68,,19TH,24TH,
73,,19TH,GLEN,
75,,19TH,BALB,
77,,19TH,DALY,
77,,19TH,COLM,
61,,19TH,CAST,
81,,19TH,DUBL,
78,,19TH,NCON,
88,,19TH,PITT,
80,,19TH,SSAN,
85,,19TH,SBRN,
170,,19TH,SFIA,
91,,19TH,MLBR,
78,,19TH,WDUB,
53,,12TH,RICH,
47,,12TH,DELN,
42,,12TH,PLZA,
36,,12TH,NBRK,
35,,12TH,DBRK,
35,,12TH,ASHB,
35,,12TH,MCAR,
35,,12TH,19TH,
105,,12TH,12TH,
35,,12TH,LAKE,
35,,12TH,FTVL,
35,,12TH,COLS,
46,,12TH,SANL,
53,,12TH,BAYF,
61,,12TH,HAYW,
66,,12TH,SHAY,
75,,12TH,UCTY,
81,,12TH,FRMT,
74,,12TH,CONC,
67,,12TH,PHIL,
64,,12TH,WCRK,
56,,12TH,LAFY,
44,,12TH,ORIN,
35,,12TH,ROCK,
35,,12TH,WOAK,
63,,12TH,EMBR,
63,,12TH,MONT,
63,,12TH,POWL,
63,,12TH,CIVC,
66,,12TH,16TH,
68,,12TH,24TH,
73,,12TH,GLEN,
75,,12TH,BALB,
77,,12TH,DALY,
77,,12TH,COLM,
61,,12TH,CAST,
81,,12TH,DUBL,
78,,12TH,NCON,
88,,12TH,PITT,
80,,12TH,SSAN,
85,,12TH,SBRN,
170,,12TH,SFIA,
91,,12TH,MLBR,
78,,12TH,WDUB,
53,,LAKE,RICH,
47,,LAKE,DELN,
42,,LAKE,PLZA,
36,,LAKE,NBRK,
35,,LAKE,DBRK,
35,,LAKE,ASHB,
35,,LAKE,MCAR,
35,,LAKE,19TH,
35,,LAKE,12TH,
105,,LAKE,LAKE,
35,,LAKE,FTVL,
35,,LAKE,COLS,
46,,LAKE,SANL,
53,,LAKE,BAYF,
61,,LAKE,HAYW,
66,,LAKE,SHAY,
75,,LAKE,UCTY,
81,,LAKE,FRMT,
74,,LAKE,CONC,
67,,LAKE,PHIL,
64,,LAKE,WCRK,
56,,LAKE,LAFY,
44,,LAKE,ORIN,
35,,LAKE,ROCK,
35,,LAKE,WOAK,
63,,LAKE,EMBR,
63,,LAKE,MONT,
63,,LAKE,POWL,
63,,LAKE,CIVC,
66,,LAKE,16TH,
68,,LAKE,24TH,
73,,LAKE,GLEN,
75,,LAKE,BALB,
77,,LAKE,DALY,
77,,LAKE,COLM,
61,,LAKE,CAST,
81,,LAKE,DUBL,
78,,LAKE,NCON,
88,,LAKE,PITT,
80,,LAKE,SSAN,
85,,LAKE,SBRN,
170,,LAKE,SFIA,
91,,LAKE,MLBR,
78,,LAKE,WDUB,
59,,FTVL,RICH,
55,,FTVL,DELN,
50,,FTVL,PLZA,
44,,FTVL,NBRK,
42,,FTVL,DBRK,
39,,FTVL,ASHB,
35,,FTVL,MCAR,
35,,FTVL,19TH,
35,,FTVL,12TH,
35,,FTVL,LAKE,
105,,FTVL,FTVL,
35,,FTVL,COLS,
35,,FTVL,SANL,
44,,FTVL,BAYF,
53,,FTVL,HAYW,
61,,FTVL,SHAY,
70,,FTVL,UCTY,
77,,FTVL,FRMT,
77,,FTVL,CONC,
70,,FTVL,PHIL,
67,,FTVL,WCRK,
60,,FTVL,LAFY,
50,,FTVL,ORIN,
36,,FTVL,ROCK,
35,,FTVL,WOAK,
71,,FTVL,EMBR,
71,,FTVL,MONT,
71,,FTVL,POWL,
71,,FTVL,CIVC,
74,,FTVL,16TH,
76,,FTVL,24TH,
79,,FTVL,GLEN,
80,,FTVL,BALB,
83,,FTVL,DALY,
82,,FTVL,COLM,
53,,FTVL,CAST,
76,,FTVL,DUBL,
81,,FTVL,NCON,
90,,FTVL,PITT,
86,,FTVL,SSAN,
90,,FTVL,SBRN,
175,,FTVL,SFIA,
96,,FTVL,MLBR,
73,,FTVL,WDUB,
63,,COLS,RICH,
59,,COLS,DELN,
56,,COLS,PLZA,
50,,COLS,NBRK,
48,,COLS,DBRK,
45,,COLS,ASHB,
41,,COLS,MCAR,
35,,COLS,19TH,
35,,COLS,12TH,
35,,COLS,LAKE,
35,,COLS,FTVL,
105,,COLS,COLS,
35,,COLS,SANL,
35,,COLS,BAYF,
47,,COLS,HAYW,
55,,COLS,SHAY,
67,,COLS,UCTY,
73,,COLS,FRMT,
81,,COLS,CONC,
73,,COLS,PHIL,
71,,COLS,WCRK,
64,,COLS,LAFY,
57,,COLS,ORIN,
42,,COLS,ROCK,
40,,COLS,WOAK,
77,,COLS,EMBR,
77,,COLS,MONT,
77,,COLS,POWL,
77,,COLS,CIVC,
79,,COLS,16TH,
80,,COLS,24TH,
82,,COLS,GLEN,
84,,COLS,BALB,
86,,COLS,DALY,
86,,COLS,COLM,
47,,COLS,CAST,
73,,COLS,DUBL,
85,,COLS,NCON,
94,,COLS,PITT,
89,,COLS,SSAN,
94,,COLS,SBRN,
179,,COLS,SFIA,
100,,COLS,MLBR,
70,,COLS,WDUB,
68,,SANL,RICH,
64,,SANL,DELN,
61,,SANL,PLZA,
58,,SANL,NBRK,
56,,SANL,DBRK,
54,,SANL,ASHB,
50,,SANL,MCAR,
46,,SANL,19TH,
46,,SANL,12TH,
46,,SANL,LAKE,
35,,SANL,FTVL,
35,,SANL,COLS,
105,,SANL,SANL,
35,,SANL,BAYF,
35,,SANL,HAYW,
47,,SANL,SHAY,
60,,SANL,UCTY,
68,,SANL,FRMT,
86,,SANL,CONC,
79,,SANL,PHIL,
76,,SANL,WCRK,
70,,SANL,LAFY,
62,,SANL,ORIN,
50,,SANL,ROCK,
49,,SANL,WOAK,
83,,SANL,EMBR,
83,,SANL,MONT,
83,,SANL,POWL,
83,,SANL,CIVC,
84,,SANL,16TH,
85,,SANL,24TH,
88,,SANL,GLEN,
89,,SANL,BALB,
91,,SANL,DALY,
91,,SANL,COLM,
35,,SANL,CAST,
67,,SANL,DUBL,
90,,SANL,NCON,
99,,SANL,PITT,
94,,SANL,SSAN,
99,,SANL,SBRN,
184,,SANL,SFIA,
105,,SANL,MLBR,
65,,SANL,WDUB,
73,,BAYF,RICH,
69,,BAYF,DELN,
66,,BAYF,PLZA,
62,,BAYF,NBRK,
61,,BAYF,DBRK,
60,,BAYF,ASHB,
56,,BAYF,MCAR,
53,,BAYF,19TH,
53,,BAYF,12TH,
53,,BAYF,LAKE,
44,,BAYF,FTVL,
35,,BAYF,COLS,
35,,BAYF,SANL,
105,,BAYF,BAYF,
35,,BAYF,HAYW,
35,,BAYF,SHAY,
35,,BAYF,UCTY,
35,,BAYF,FRMT,
91,,BAYF,CONC,
83,,BAYF,PHIL,
80,,BAYF,WCRK,
74,,BAYF,LAFY,
67,,BAYF,ORIN,
57,,BAYF,ROCK,
56,,BAYF,WOAK,
87,,BAYF,EMBR,
87,,BAYF,MONT,
87,,BAYF,POWL,
87,,BAYF,CIVC,
89,,BAYF,16TH,
90,,BAYF,24TH,
92,,BAYF,GLEN,
93,,BAYF,BALB,
96,,BAYF,DALY,
95,,BAYF,COLM,
35,,BAYF,CAST,
35,,BAYF,DUBL,
94,,BAYF,NCON,
104,,BAYF,PITT,
99,,BAYF,SSAN,
104,,BAYF,SBRN,
188,,BAYF,SFIA,
110,,BAYF,MLBR,
35,,BAYF,WDUB,
78,,HAYW,RICH,
74,,HAYW,DELN,
71,,HAYW,PLZA,
67,,HAYW,NBRK,
66,,HAYW,DBRK,
65,,HAYW,ASHB,
63,,HAYW,MCAR,
61,,HAYW,19TH,
61,,HAYW,12TH,
61,,HAYW,LAKE,
53,,HAYW,FTVL,
47,,HAYW,COLS,
35,,HAYW,SANL,
35,,HAYW,BAYF,
105,,HAYW,HAYW,
35,,HAYW,SHAY,
35,,HAYW,UCTY,
35,,HAYW,FRMT,
96,,HAYW,CONC,
88,,HAYW,PHIL,
86,,HAYW,WCRK,
79,,HAYW,LAFY,
72,,HAYW,ORIN,
63,,HAYW,ROCK,
62,,HAYW,WOAK,
92,,HAYW,EMBR,
92,,HAYW,MONT,
92,,HAYW,POWL,
92,,HAYW,CIVC,
94,,HAYW,16TH,
95,,HAYW,24TH,
97,,HAYW,GLEN,
99,,HAYW,BALB,
101,,HAYW,DALY,
101,,HAYW,COLM,
35,,HAYW,CAST,
68,,HAYW,DUBL,
99,,HAYW,NCON,
109,,HAYW,PITT,
104,,HAYW,SSAN,
109,,HAYW,SBRN,
194,,HAYW,SFIA,
115,,HAYW,MLBR,
65,,HAYW,WDUB,
83,,SHAY,RICH,
79,,SHAY,DELN,
76,,SHAY,PLZA,
73,,SHAY,NBRK,
72,,SHAY,DBRK,
70,,SHAY,ASHB,
68,,SHAY,MCAR,
66,,SHAY,19TH,
66,,SHAY,12TH,
66,,SHAY,LAKE,
61,,SHAY,FTVL,
55,,SHAY,COLS,
47,,SHAY,SANL,
35,,SHAY,BAYF,
35,,SHAY,HAYW,
105,,SHAY,SHAY,
35,,SHAY,UCTY,
35,,SHAY,FRMT,
101,,SHAY,CONC,
94,,SHAY,PHIL,
91,,SHAY,WCRK,
84,,SHAY,LAFY,
77,,SHAY,ORIN,
68,,SHAY,ROCK,
68,,SHAY,WOAK,
98,,SHAY,EMBR,
98,,SHAY,MONT,
98,,SHAY,POWL,
98,,SHAY,CIVC,
99,,SHAY,16TH,
100,,SHAY,24TH,
103,,SHAY,GLEN,
104,,SHAY,BALB,
106,,SHAY,DALY,
106,,SHAY,COLM,
48,,SHAY,CAST,
74,,SHAY,DUBL,
105,,SHAY,NCON,
114,,SHAY,PITT,
109,,SHAY,SSAN,
114,,SHAY,SBRN,
199,,SHAY,SFIA,
120,,SHAY,MLBR,
70,,SHAY,WDUB,
92,,UCTY,RICH,
88,,UCTY,DELN,
85,,UCTY,PLZA,
82,,UCTY,NBRK,
81,,UCTY,DBRK,
79,,UCTY,ASHB,
77,,UCTY,MCAR,
75,,UCTY,19TH,
75,,UCTY,12TH,
75,,UCTY,LAKE,
70,,UCTY,FTVL,
67,,UCTY,COLS,
60,,UCTY,SANL,
35,,UCTY,BAYF,
35,,UCTY,HAYW,
35,,UCTY,SHAY,
105,,UCTY,UCTY,
35,,UCTY,FRMT,
110,,UCTY,CONC,
103,,UCTY,PHIL,
100,,UCTY,WCRK,
93,,UCTY,LAFY,
86,,UCTY,ORIN,
77,,UCTY,ROCK,
77,,UCTY,WOAK,
107,,UCTY,EMBR,
107,,UCTY,MONT,
107,,UCTY,POWL,
107,,UCTY,CIVC,
108,,UCTY,16TH,
109,,UCTY,24TH,
112,,UCTY,GLEN,
113,,UCTY,BALB,
115,,UCTY,DALY,
115,,UCTY,COLM,
61,,UCTY,CAST,
83,,UCTY,DUBL,
114,,UCTY,NCON,
123,,UCTY,PITT,
118,,UCTY,SSAN,
123,,UCTY,SBRN,
208,,UCTY,SFIA,
129,,UCTY,MLBR,
79,,UCTY,WDUB,
98,,FRMT,RICH,
95,,FRMT,DELN,
91,,FRMT,PLZA,
88,,FRMT,NBRK,
87,,FRMT,DBRK,
85,,FRMT,ASHB,
83,,FRMT,MCAR,
81,,FRMT,19TH,
81,,FRMT,12TH,
81,,FRMT,LAKE,
77,,FRMT,FTVL,
73,,FRMT,COLS,
68,,FRMT,SANL,
35,,FRMT,BAYF,
35,,FRMT,HAYW,
35,,FRMT,SHAY,
35,,FRMT,UCTY,
105,,FRMT,FRMT,
116,,FRMT,CONC,
109,,FRMT,PHIL,
106,,FRMT,WCRK,
99,,FRMT,LAFY,
92,,FRMT,ORIN,
83,,FRMT,ROCK,
83,,FRMT,WOAK,
113,,FRMT,EMBR,
113,,FRMT,MONT,
113,,FRMT,POWL,
113,,FRMT,CIVC,
114,,FRMT,16TH,
115,,FRMT,24TH,
118,,FRMT,GLEN,
119,,FRMT,BALB,
122,,FRMT,DALY,
121,,FRMT,COLM,
68,,FRMT,CAST,
89,,FRMT,DUBL,
120,,FRMT,NCON,
129,,FRMT,PITT,
125,,FRMT,SSAN,
129,,FRMT,SBRN,
214,,FRMT,SFIA,
135,,FRMT,MLBR,
86,,FRMT,WDUB,
86,,CONC,RICH,
82,,CONC,DELN,
79,,CONC,PLZA,
76,,CONC,NBRK,
75,,CONC,DBRK,
74,,CONC,ASHB,
74,,CONC,MCAR,
74,,CONC,19TH,
74,,CONC,12TH,
74,,CONC,LAKE,
77,,CONC,FTVL,
81,,CONC,COLS,
86,,CONC,SANL,
91,,CONC,BAYF,
96,,CONC,HAYW,
101,,CONC,SHAY,
110,,CONC,UCTY,
116,,CONC,FRMT,
105,,CONC,CONC,
35,,CONC,PHIL,
35,,CONC,WCRK,
35,,CONC,LAFY,
35,,CONC,ORIN,
71,,CONC,ROCK,
77,,CONC,WOAK,
107,,CONC,EMBR,
107,,CONC,MONT,
107,,CONC,POWL,
107,,CONC,CIVC,
108,,CONC,16TH,
109,,CONC,24TH,
112,,CONC,GLEN,
113,,CONC,BALB,
116,,CONC,DALY,
115,,CONC,COLM,
96,,CONC,CAST,
116,,CONC,DUBL,
35,,CONC,NCON,
35,,CONC,PITT,
119,,CONC,SSAN,
123,,CONC,SBRN,
208,,CONC,SFIA,
129,,CONC,MLBR,
113,,CONC,WDUB,
79,,PHIL,RICH,
75,,PHIL,DELN,
72,,PHIL,PLZA,
68,,PHIL,NBRK,
67,,PHIL,DBRK,
66,,PHIL,ASHB,
66,,PHIL,MCAR,
67,,PHIL,19TH,
67,,PHIL,12TH,
67,,PHIL,LAKE,
70,,PHIL,FTVL,
73,,PHIL,COLS,
79,,PHIL,SANL,
83,,PHIL,BAYF,
88,,PHIL,HAYW,
94,,PHIL,SHAY,
103,,PHIL,UCTY,
109,,PHIL,FRMT,
35,,PHIL,CONC,
105,,PHIL,PHIL,
35,,PHIL,WCRK,
35,,PHIL,LAFY,
35,,PHIL,ORIN,
63,,PHIL,ROCK,
70,,PHIL,WOAK,
100,,PHIL,EMBR,
100,,PHIL,MONT,
100,,PHIL,POWL,
100,,PHIL,CIVC,
101,,PHIL,16TH,
102,,PHIL,24TH,
105,,PHIL,GLEN,
106,,PHIL,BALB,
108,,PHIL,DALY,
108,,PHIL,COLM,
88,,PHIL,CAST,
108,,PHIL,DUBL,
35,,PHIL,NCON,
35,,PHIL,PITT,
111,,PHIL,SSAN,
116,,PHIL,SBRN,
201,,PHIL,SFIA,
122,,PHIL,MLBR,
105,,PHIL,WDUB,
75,,WCRK,RICH,
72,,WCRK,DELN,
69,,WCRK,PLZA,
65,,WCRK,NBRK,
64,,WCRK,DBRK,
63,,WCRK,ASHB,
63,,WCRK,MCAR,
64,,WCRK,19TH,
64,,WCRK,12TH,
64,,WCRK,LAKE,
67,,WCRK,FTVL,
71,,WCRK,COLS,
76,,WCRK,SANL,
80,,WCRK,BAYF,
86,,WCRK,HAYW,
91,,WCRK,SHAY,
100,,WCRK,UCTY,
106,,WCRK,FRMT,
35,,WCRK,CONC,
35,,WCRK,PHIL,
105,,WCRK,WCRK,
35,,WCRK,LAFY,
35,,WCRK,ORIN,
59,,WCRK,ROCK,
67,,WCRK,WOAK,
97,,WCRK,EMBR,
97,,WCRK,MONT,
97,,WCRK,POWL,
97,,WCRK,CIVC,
98,,WCRK,16TH,
99,,WCRK,24TH,
102,,WCRK,GLEN,
103,,WCRK,BALB,
105,,WCRK,DALY,
105,,WCRK,COLM,
85,,WCRK,CAST,
106,,WCRK,DUBL,
35,,WCRK,NCON,
35,,WCRK,PITT,
108,,WCRK,SSAN,
113,,WCRK,SBRN,
198,,WCRK,SFIA,
119,,WCRK,MLBR,
103,,WCRK,WDUB,
69,,LAFY,RICH,
66,,LAFY,DELN,
62,,LAFY,PLZA,
59,,LAFY,NBRK,
57,,LAFY,DBRK,
54,,LAFY,ASHB,
53,,LAFY,MCAR,
56,,LAFY,19TH,
56,,LAFY,12TH,
56,,LAFY,LAKE,
60,,LAFY,FTVL,
64,,LAFY,COLS,
70,,LAFY,SANL,
74,,LAFY,BAYF,
79,,LAFY,HAYW,
84,,LAFY,SHAY,
93,,LAFY,UCTY,
99,,LAFY,FRMT,
35,,LAFY,CONC,
35,,LAFY,PHIL,
35,,LAFY,WCRK,
105,,LAFY,LAFY,
35,,LAFY,ORIN,
49,,LAFY,ROCK,
60,,LAFY,WOAK,
90,,LAFY,EMBR,
90,,LAFY,MONT,
90,,LAFY,POWL,
90,,LAFY,CIVC,
91,,LAFY,16TH,
92,,LAFY,24TH,
95,,LAFY,GLEN,
96,,LAFY,BALB,
99,,LAFY,DALY,
98,,LAFY,COLM,
79,,LAFY,CAST,
99,,LAFY,DUBL,
56,,LAFY,NCON,
68,,LAFY,PITT,
102,,LAFY,SSAN,
106,,LAFY,SBRN,
191,,LAFY,SFIA,
113,,LAFY,MLBR,
96,,LAFY,WDUB,
62,,ORIN,RICH,
59,,ORIN,DELN,
54,,ORIN,PLZA,
48,,ORIN,NBRK,
46,,ORIN,DBRK,
43,,ORIN,ASHB,
35,,ORIN,MCAR,
44,,ORIN,19TH,
44,,ORIN,12TH,
44,,ORIN,LAKE,
50,,ORIN,FTVL,
57,,ORIN,COLS,
62,,ORIN,SANL,
67,,ORIN,BAYF,
72,,ORIN,HAYW,
77,,ORIN,SHAY,
86,,ORIN,UCTY,
92,,ORIN,FRMT,
35,,ORIN,CONC,
35,,ORIN,PHIL,
35,,ORIN,WCRK,
35,,ORIN,LAFY,
105,,ORIN,ORIN,
35,,ORIN,ROCK,
48,,ORIN,WOAK,
83,,ORIN,EMBR,
83,,ORIN,MONT,
83,,ORIN,POWL,
83,,ORIN,CIVC,
85,,ORIN,16TH,
86,,ORIN,24TH,
88,,ORIN,GLEN,
90,,ORIN,BALB,
92,,ORIN,DALY,
91,,ORIN,COLM,
72,,ORIN,CAST,
92,,ORIN,DUBL,
65,,ORIN,NCON,
74,,ORIN,PITT,
95,,ORIN,SSAN,
100,,ORIN,SBRN,
184,,ORIN,SFIA,
106,,ORIN,MLBR,
89,,ORIN,WDUB,
50,,ROCK,RICH,
44,,ROCK,DELN,
39,,ROCK,PLZA,
35,,ROCK,NBRK,
35,,ROCK,DBRK,
35,,ROCK,ASHB,
35,,ROCK,MCAR,
35,,ROCK,19TH,
35,,ROCK,12TH,
35,,ROCK,LAKE,
36,,ROCK,FTVL,
42,,ROCK,COLS,
50,,ROCK,SANL,
57,,ROCK,BAYF,
63,,ROCK,HAYW,
68,,ROCK,SHAY,
77,,ROCK,UCTY,
83,,ROCK,FRMT,
71,,ROCK,CONC,
63,,ROCK,PHIL,
59,,ROCK,WCRK,
49,,ROCK,LAFY,
35,,ROCK,ORIN,
105,,ROCK,ROCK,
35,,ROCK,WOAK,
71,,ROCK,EMBR,
71,,ROCK,MONT,
71,,ROCK,POWL,
71,,ROCK,CIVC,
74,,ROCK,16TH,
75,,ROCK,24TH,
78,,ROCK,GLEN,
79,,ROCK,BALB,
82,,ROCK,DALY,
81,,ROCK,COLM,
