stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
3103,3rd St & 20th St  , ,37.76079,-122.38846, , 
3104,3rd St & 20th St  , ,37.76059,-122.3887, , 
3107,3rd St & 23rd St  , ,37.75569,-122.3879, , 
3108,3rd St & 23rd St  , ,37.75506,-122.3881, , 
3113,3rd St & Bayview St  , ,37.73228,-122.391559, , 
3114,3rd St & Brannan St   , ,37.779285,-122.393185, , 
3115,3rd St & Carroll Ave   , ,37.72567,-122.3943, , 
3116,3rd St & Carroll Ave   , ,37.7253,-122.3942, , 
3122,3rd St & Evans Ave   , ,37.742682,-122.387908, , 
3123,3rd St & Evans Ave  , ,37.74244,-122.38815, , 
3124,3rd St & Folsom St   , ,37.783998,-122.399097, , 
3127,3rd St & Hudson Ave   , ,37.74012,-122.3887, , 
3128,3rd St & Howard St   , ,37.784945,-122.400254, , 
3129,3rd St & Innes Ave   , ,37.73932,-122.38926, , 
3134,3rd St & La Salle Ave   , ,37.737213,-122.389803, , 
3135,3rd St & Kirkwood Ave, ,37.737927,-122.389619, , 
3136,3rd St & Stevenson St, ,37.786373,-122.40211, , 
3137,3rd St & Market St  , ,37.787632,-122.403439, , 
3141,3rd St & Palou Ave   , ,37.734091,-122.390928, , 
3143,3rd St & Oakdale Ave, ,37.734787,-122.390721, , 
3144,3rd St & Perry St   , ,37.782704,-122.39747, , 
3145,3rd St & Revere Ave   , ,37.73225,-122.39146, , 
3146,3rd St & Salinas Ave  , ,37.72078,-122.39649, , 
3149,3rd St & Van Dyke Ave   , ,37.729238,-122.392593, , 
3150,3rd St & Williams Ave  , ,37.729166,-122.392776, , 
3153,4th St & 3rd St   , ,37.772966,-122.389694, , 
3156,4th St & Brannan St   , ,37.778305,-122.396602, , 
3161,4th St & Market St   , ,37.785527,-122.405675, , 
3163,4th St & Townsend St   , ,37.777109,-122.395135, , 
3164,4TH ST & TOWNSEND ST, ,37.776894,-122.394895, , 
3165,4th St & Townsend St   , ,37.77701,-122.394746, , 
3166,5th St & Brannan St   , ,37.77654,-122.39857, , 
3168,5th St & Folsom St   , ,37.78031,-122.40357, , 
3169,5th St & Harrison St   , ,37.77931,-122.40205, , 
3170,5th St & Howard St   , ,37.78145,-122.40475, , 
3171,5th St & Howard St   , ,37.78123,-122.40474, , 
3172,5th St & Mission St   , ,37.78296,-122.40665, , 
3173,5th St & Mission St   , ,37.78277,-122.40665, , 
3174,5th St & Townsend St   , ,37.77549,-122.39716, , 
3177,6th Ave & Balboa St  , ,37.777146,-122.463918, , 
3178,6th Ave & Balboa St  , ,37.776985,-122.46409, , 
3181,6th Ave & Clement St  , ,37.783026,-122.464526, , 
3182,6th Ave & Cornwall St  , ,37.784673,-122.46448, , 
3183,6th Ave & Fulton St  , ,37.77397,-122.46371, , 
3184,6th Ave & Geary Blvd  , ,37.780876,-122.464182, , 
3185,6th Ave & Geary Blvd  , ,37.780768,-122.464354, , 
3187,6th St & Harrison St   , ,37.77732,-122.40424, , 
3188,1697 7th Ave  , ,37.756597,-122.463741, , 
3189,1697 7th Ave, ,37.756767,-122.46357, , 
3191,7th St & Brannan St   , ,37.773266,-122.403367, , 
3192,7th St & Folsom St   , ,37.776703,-122.407675, , 
3193,7th St & Harrison St   , ,37.77573,-122.40646, , 
3194,7th St & Howard St   , ,37.777935,-122.409222, , 
3195,7th St & Mission St   , ,37.779175,-122.410768, , 
3196,7th St & Market St   , ,37.780309,-122.412395, , 
3197,7th St & Townsend St   , ,37.772034,-122.401821, , 
3200,8th Ave & Cabrillo St  , ,37.775022,-122.466095, , 
3201,8th Ave & Fulton St  , ,37.773639,-122.465808, , 
3202,8th Ave & Fulton St  , ,37.773478,-122.46598, , 
3203,8th St & Brannan St   , ,37.771554,-122.405901, , 
3204,8th St & Bryant St   , ,37.772536,-122.407127, , 
3205,8th St & Folsom St   , ,37.774767,-122.409922, , 
3206,8th St & Harrison St   , ,37.773536,-122.408376, , 
3208,8th St & Mission St   , ,37.77724,-122.413027, , 
3209,8th St & Market St   , ,37.778498,-122.414597, , 
3210,8th St & Townsend St   , ,37.770161,-122.404126, , 
3211,9th Ave & Irving St  , ,37.764288,-122.466241, , 
3212,9th Ave & Irving St  , ,37.763913,-122.466241, , 
3213,9th Ave & Irving St  , ,37.763797,-122.46639, , 
3214,9th Ave & Judah St  , ,37.762093,-122.46608, , 
3215,9th Ave & Judah St  , ,37.76204,-122.466241, , 
3216,9th Ave & Kirkham St  , ,37.760407,-122.466149, , 
3217,9th Ave & Kirkham St  , ,37.760237,-122.465954, , 
3218,9th Ave & Lawton St  , ,37.758533,-122.466022, , 
3219,9th Ave & Lawton St  , ,37.758364,-122.465827, , 
3220,9th Ave & Lincoln Way  , ,37.76585,-122.466345, , 
3221,9th Ave & Lincoln Way  , ,37.765689,-122.466517, , 
3222,9th Ave & Moraga St  , ,37.756677,-122.465884, , 
3223,9th Ave & Moraga St  , ,37.756508,-122.465689, , 
3224,9th Ave & Noriega St  , ,37.754804,-122.465758, , 
3225,9th Ave & Noriega St  , ,37.754634,-122.465551, , 
3226,9th Ave & Ortega St  , ,37.752939,-122.465631, , 
3229,9th St & Avenue H  , ,37.825196,-122.370063, , 
3230,10th Ave & Ortega St  , ,37.752724,-122.466502, , 
3231,10th Ave & Pacheco St  , ,37.75086,-122.466376, , 
3232,10th Ave & Pacheco St  , ,37.750699,-122.466547, , 
3233,10th Ave & Quintara St  , ,37.749325,-122.466261, , 
3234,10th Ave & Quintara St  , ,37.749164,-122.466432, , 
3235,11th St & Bryant St   , ,37.769807,-122.4113, , 
3236,11th St & Folsom St   , ,37.77212,-122.41422, , 
3237,11th St & Folsom St   , ,37.77159,-122.41381, , 
3238,11th St & Harrison St   , ,37.77085,-122.41263, , 
3239,11th St & Harrison St   , ,37.77036,-122.41227, , 
3240,11th St & Howard St   , ,37.77333,-122.41573, , 
3241,11th St & Howard St   , ,37.77283,-122.41538, , 
3242,11th St & Mission St   , ,37.77457,-122.41732, , 
3243,11th St & Mission St   , ,37.774038,-122.416891, , 
3244,11th St & Market St   , ,37.7755,-122.41852, , 
3245,11th St & Market St   , ,37.775368,-122.418575, , 
3247,14th Ave & Quintara St   , ,37.74887,-122.47074, , 
3248,14th Ave & Santiago St  , ,37.74503,-122.4703, , 
3249,14th Ave & Taraval St  , ,37.7434,-122.4703, , 
3250,14th Ave & Taraval St  , ,37.74317,-122.47017, , 
3251,14th Ave & Ulloa St  , ,37.7416,-122.47004, , 
3252,14th Ave & Ulloa St  , ,37.74153,-122.47018, , 
3253,14th St & Alpine Ter  , ,37.767296,-122.437213, , 
3254,14th St & Church St  , ,37.767768,-122.429088, , 
3255,14th St & Church St  , ,37.76767,-122.42913, , 
3256,14th St & Castro St  , ,37.76738,-122.43584, , 
3257,14th St & Castro St  , ,37.76728,-122.43578, , 
3258,14th St & Noe St  , ,37.76751,-122.43327, , 
3259,14th St & Noe St  , ,37.7674,-122.43356, , 
3260,14th St & SANCHEZ ST, ,37.76767,-122.431105, , 
3261,14th St & Sanchez St  , ,37.767536,-122.431277, , 
3262,15th Ave & Noriega St  , ,37.75411,-122.47217, , 
3263,15th Ave & Ortega St  , ,37.75268,-122.47206, , 
3264,15th Ave & Pacheco St  , ,37.75081,-122.47196, , 
3265,15th Ave & Quintara St  , ,37.74891,-122.47183, , 
3266,15th Ave & Taraval St  , ,37.743124,-122.471297, , 
3267,15th Ave & Taraval St  , ,37.743069,-122.471405, , 
3268,15th Ave & Ulloa St  , ,37.741525,-122.471192, , 
3269,15th Ave & Ulloa St  , ,37.741484,-122.4713, , 
3270,15th Ave & West Portal Ave   , ,37.736387,-122.470381, , 
3272,16th Ave & Lawton St   , ,37.75811,-122.47367, , 
3273,16th Ave & Lawton St  , ,37.7593,-122.4737, , 
3275,16th Ave & Lomita Ave  , ,37.75697,-122.47351, , 
3276,16th Ave & Moraga St   , ,37.7563,-122.47361, , 
3277,16th Ave & Moraga St  , ,37.75636,-122.47368, , 
3278,16th Ave & Noriega St  , ,37.75425,-122.47321, , 
3279,16th Ave & Ortega St  , ,37.7524,-122.47309, , 
3280,16th Ave & Pacheco St  , ,37.75054,-122.47295, , 
3281,16th St & Bryant St  , ,37.76572,-122.409812, , 
3282,16th St & Bryant St  , ,37.765568,-122.410328, , 
3283,16th St & Church St  , ,37.764579,-122.428523, , 
3284,16th St & Dolores St  , ,37.764731,-122.426156, , 
3285,16th St & Dolores St  , ,37.764575,-122.426579, , 
3286,16th St & Guerrero St  , ,37.764853,-122.423959, , 
3287,16th St & Guerrero St  , ,37.76472,-122.424256, , 
3288,16th St & Harrison St  , ,37.765523,-122.412976, , 
3289,16th St & Harrison St  , ,37.765377,-122.41329, , 
3290,16th St & Kansas St  , ,37.765938,-122.403802, , 
3291,16th St & Mission St  , ,37.765143,-122.4196, , 
3292,16th St & Mission St  , ,37.76502,-122.41928, , 
3293,16th St & Mission St  , ,37.764983,-122.419835, , 
3295,16th St & Potrero Ave  , ,37.765862,-122.407669, , 
3296,16th St & Potrero Ave  , ,37.765701,-122.407646, , 
3297,16th St & San Bruno Ave  , ,37.765861,-122.405515, , 
3299,16th St & Shotwell St  , ,37.765218,-122.416048, , 
3300,16th St & Valencia St  , ,37.764987,-122.421746, , 
3301,16th St & Valencia St  , ,37.764849,-122.422056, , 
3302,16th St & Vermont St  , ,37.766039,-122.40469, , 
3304,17th Ave & Rivera St  , ,37.74698,-122.47391, , 
3305,17th Ave & Rivera St  , ,37.746745,-122.473707, , 
3306,17th Ave & Santiago St  , ,37.74511,-122.47374, , 
3307,17th St & Belvedere St  , ,37.76176,-122.44768, , 
3308,Church St & 18th St, ,37.76281,-122.4285, , 
3309,17th St & Clayton St  , ,37.761854,-122.446702, , 
3310,17th St & Cole St  , ,37.76168,-122.44898, , 
3311,17th St & Castro St  , ,37.76252,-122.434866, , 
3312,17th St & De Haro St  , ,37.764904,-122.401451, , 
3313,17th St & De Haro St  , ,37.764771,-122.401711, , 
3314,17th St & Diamond St  , ,37.762415,-122.437489, , 
3317,17th St & Kansas St  , ,37.764817,-122.403476, , 
3318,17th St & Noe St , ,37.762645,-122.432991, , 
3319,17th St & Wisconsin St  , ,37.764991,-122.399982, , 
3320,17th St & Wisconsin St  , ,37.764929,-122.399284, , 
3321,18th St & 3rd St  , ,37.762992,-122.388925, , 
3322,18th St & Church St  , ,37.76137,-122.428195, , 
3323,18th St & Church St  , ,37.761245,-122.428138, , 
3324,18th St & Connecticut St  , ,37.76258,-122.397352, , 
3325,18th St & Castro St  , ,37.760952,-122.435151, , 
3326,18th St & Castro St  , ,37.760845,-122.434842, , 
3327,18th St & Danvers St  , ,37.760355,-122.44354, , 
3328,18th St & Danvers St  , ,37.76024,-122.44349, , 
3329,18th St & Diamond St  , ,37.760702,-122.437294, , 
3330,18th St & Dolores St  , ,37.761486,-122.426236, , 
3331,18th St & Dolores St  , ,37.761388,-122.425927, , 
3332,18th St & Eureka St  , ,37.760765,-122.438154, , 
3333,18th St & Guerrero St  , ,37.761619,-122.423955, , 
3334,18th St & Guerrero St  , ,37.761521,-122.423646, , 
3335,18th St & Hattie St  , ,37.760586,-122.441087, , 
3336,18th St & Hattie St  , ,37.760488,-122.440778, , 
3337,18th St & Minnesota St  , ,37.762874,-122.390848, , 
3338,18th St & Mission St  , ,37.761895,-122.419509, , 
3339,18th St & Market St  , ,37.759792,-122.444445, , 
3340,18th St & Noe St  , ,37.761094,-122.432688, , 
3341,18th St & Noe St  , ,37.76096,-122.432905, , 
3342,18th St & Pennsylvania Ave  , ,37.762828,-122.393471, , 
3343,18th St & Pennsylvania Ave  , ,37.762732,-122.39322, , 
3344,18th St & Sanchez St  , ,37.761228,-122.430464, , 
3345,18th St & Sanchez St  , ,37.761094,-122.430682, , 
3346,18th St & Texas St  , ,37.762701,-122.395422, , 
3347,18th St & Texas St  , ,37.762621,-122.39516, , 
3348,18th St & Valencia St  , ,37.761762,-122.421732, , 
3349,18th St & Valencia St  , ,37.761663,-122.421423, , 
3352,19th Ave & Buckingham Way  , ,37.725785,-122.475051, , 
3354,19th Ave & Eucalyptus Dr  , ,37.731175,-122.474962, , 
3355,19th Ave & Eucalyptus Dr  , ,37.73097,-122.47472, , 
3356,19th Ave & Holloway Ave  , ,37.72111,-122.475302, , 
3357,19TH AVE & Holloway Ave, ,37.72094,-122.475004, , 
3358,19th Ave & Holloway Ave  , ,37.721074,-122.475233, , 
3359,19th Ave & Irving St  , ,37.76368,-122.47731, , 
3360,19th Ave & Irving St  , ,37.76343,-122.47704, , 
3361,19th Ave & Junipero Serra Blvd , ,37.716889,-122.472275, , 
3362,19th Ave & Junipero Serra Blvd , ,37.71805,-122.47318, , 
3363,19th Ave & Junipero Serra Blvd , ,37.717323,-122.47297, , 
3364,19th Ave & Judah St  , ,37.76158,-122.47687, , 
3365,19th Ave & Judah St  , ,37.7614,-122.47711, , 
3366,19th Ave & Kirkham St  , ,37.76015,-122.47671, , 
3367,19th Ave & Kirkham St  , ,37.75995,-122.47695, , 
3368,19th Ave & Lawton St  , ,37.75786,-122.47654, , 
3369,19th Ave & Lawton St  , ,37.757889,-122.476782, , 
3370,19th Ave & Lincoln Way  , ,37.765214,-122.477197, , 
3371,19th Ave & Lincoln Way  , ,37.765375,-122.477404, , 
3372,19th Ave & Moraga St  , ,37.75622,-122.47669, , 
3373,19th Ave & Moraga St  , ,37.75599,-122.47642, , 
3374,19th Ave & Noriega St  , ,37.75412,-122.47629, , 
3375,19th Ave & Noriega St  , ,37.75392,-122.47653, , 
3376,19th Ave & Randolph St  , ,37.7162,-122.47167, , 
3377,19th Ave & Ocean Ave  , ,37.73279,-122.4751, , 
3378,19th Ave & Ocean Ave  , ,37.73212,-122.4748, , 
3379,19th Ave & Ortega St  , ,37.75272,-122.47619, , 
3380,19th Ave & Ortega St  , ,37.75206,-122.4764, , 
3381,19th Ave & Pacheco St  , ,37.7504,-122.47603, , 
3382,19th Ave & Pacheco St  , ,37.7502,-122.47627, , 
3383,19th Ave & Quintara St  , ,37.74853,-122.4759, , 
3384,19th Ave & Quintara St  , ,37.7483,-122.47614, , 
3385,19th Ave & Randolph St   , ,37.714282,-122.469618, , 
3387,19th Ave & Randolph St   , ,37.714443,-122.469998, , 
3388,19th Ave & Rivera St  , ,37.74667,-122.47577, , 
3389,19th Ave & Rivera St  , ,37.74647,-122.47601, , 
3390,19th Ave & Sloat Blvd  , ,37.734556,-122.475203, , 
3391,19th Ave & Sloat Blvd  , ,37.734717,-122.474974, , 
3392,19th Ave & Santiago St  , ,37.74524,-122.47567, , 
3393,19th Ave & Santiago St  , ,37.74507,-122.4759, , 
3394,19th Ave & Taraval St  , ,37.74331,-122.47554, , 
3395,19th Ave & Taraval St  , ,37.74318,-122.47578, , 
3396,19th Ave & Ulloa St  , ,37.74149,-122.47543, , 
3397,19th Ave & Ulloa St  , ,37.74129,-122.47568, , 
3398,19th Ave & Vicente St  , ,37.7392,-122.47528, , 
3399,19th Ave & Vicente St  , ,37.73901,-122.47553, , 
3400,19th Ave & Wawona St  , ,37.73757,-122.47542, , 
3401,19th Ave & Wawona St  , ,37.73734,-122.47515, , 
3402,19th Ave & Winston Dr  , ,37.72719,-122.47468, , 
3403,19th Ave & Winston Dr  , ,37.727017,-122.474937, , 
3404,20th Ave & Buckingham Way  , ,37.73042,-122.47588, , 
3405,20th Ave & Buckingham Way  , ,37.73027,-122.47603, , 
3406,20th Av/Macy's Stonestown, ,37.72887,-122.47568, , 
3408,20th Ave & Winston Dr  , ,37.726874,-122.475945, , 
3409,20th Ave & Winston Dr  , ,37.72634,-122.47613, , 
3410,20th St & 3rd St  , ,37.76059,-122.388673, , 
3411,20th St & 3rd St  , ,37.760411,-122.388455, , 
3412,20th St & Arkansas St  , ,37.75996,-122.39808, , 
3413,20th St & Arkansas St  , ,37.75987,-122.39836, , 
3414,20th St & Collingwood St  , ,37.757677,-122.435966, , 
3415,20th St & Eureka St  , ,37.757561,-122.437845, , 
3424,21st St & Douglass St  , ,37.75536,-122.43901, , 
3425,22nd Ave & Irving St  , ,37.763679,-122.480268, , 
3426,22nd Ave & Judah St  , ,37.761457,-122.480106, , 
3427,22nd Ave & Kirkham St  , ,37.759592,-122.47998, , 
3428,22nd Ave & Lawton St  , ,37.757754,-122.479853, , 
3429,22nd Ave & Lincoln Way  , ,37.765186,-122.480372, , 
3430,22nd Ave & Moraga St  , ,37.755898,-122.479714, , 
3431,22nd Ave & Noriega St  , ,37.754337,-122.479611, , 
3432,22nd St & 3rd St  , ,37.75801,-122.38809, , 
3435,22nd St & Iowa St  , ,37.757771,-122.3918, , 
3436,22nd St & Minnesota St  , ,37.75787,-122.39008, , 
3437,22nd St & Minnesota St  , ,37.75779,-122.39, , 
3439,22nd St & Pennsylvania Ave  , ,37.757585,-122.393052, , 
3441,23rd Ave & Irving St  , ,37.763134,-122.481482, , 
3442,23rd Ave & Judah St  , ,37.761608,-122.481378, , 
3443,23rd Ave & Kirkham St  , ,37.759735,-122.48124, , 
3444,23rd Ave & Lawton St  , ,37.75787,-122.481113, , 
3445,23rd Ave & Lincoln Way  , ,37.765026,-122.481609, , 
3446,23rd Ave & Moraga St  , ,37.756014,-122.480986, , 
3447,23rd Ave & Noriega St  , ,37.75414,-122.48086, , 
3448,23rd St & Diamond St  , ,37.752698,-122.436539, , 
3449,23rd St & Eureka St  , ,37.75277,-122.437387, , 
3450,23RD ST & KANSAS ST, ,37.754448,-122.402668, , 
3452,23rd St & Rhode Island St  , ,37.75451,-122.401694, , 
3453,23rd St & Utah St  , ,37.75442,-122.40494, , 
3454,23rd St & Utah St  , ,37.754298,-122.405304, , 
3455,23rd St & Vermont St  , ,37.75448,-122.40391, , 
3456,23rd St & Vermont St  , ,37.754395,-122.403631, , 
3457,23rd St & Wisconsin St  , ,37.75481,-122.39856, , 
3458,24th St & Bryant St  , ,37.752853,-122.409281, , 
3459,24th St & Bryant St  , ,37.752755,-122.408971, , 
3460,24th St & Church St  , ,37.751778,-122.427327, , 
3461,24th St & Church St  , ,37.751644,-122.427545, , 
3462,24th St & Castro St  , ,37.75136,-122.434248, , 
3463,24th St & Castro St  , ,37.751262,-122.433939, , 
3464,24th St & Diamond St  , ,37.751226,-122.436184, , 
3465,24th St & Diamond St  , ,37.751092,-122.436402, , 
3466,24th St & Dolores St  , ,37.751903,-122.425311, , 
3467,24th St & Dolores St  , ,37.751787,-122.425265, , 
3468,24th St & Douglass St  , ,37.751102,-122.438361, , 
3469,24th St & Folsom St  , ,37.75256,-122.414242, , 
3470,24th St & Folsom St  , ,37.752462,-122.413933, , 
3471,24th St & Guerrero St  , ,37.752045,-122.422767, , 
3472,24th St & Guerrero St  , ,37.751911,-122.422985, , 
3473,24th St & Harrison St  , ,37.752694,-122.412054, , 
3474,24th St & Harrison St  , ,37.752587,-122.411744, , 
3475,24th St & Hoffman Ave  , ,37.750977,-122.440504, , 
3476,24th St & Mission St  , ,37.752321,-122.418333, , 
3477,24th St & Mission St  , ,37.752178,-122.41855, , 
3478,24th St & Noe St  , ,37.751511,-122.431773, , 
3480,24th St & Potrero Ave  , ,37.75299,-122.40669, , 
3481,24th St & Sanchez St  , ,37.751645,-122.42955, , 
3482,24th St & Sanchez St  , ,37.751511,-122.429768, , 
3483,24th St & South Van Ness Ave  , ,37.752445,-122.416156, , 
3484,24th St & South Van Ness Ave  , ,37.752311,-122.416373, , 
3485,24th St & Valencia St  , ,37.752178,-122.420556, , 
3486,24th St & Valencia St  , ,37.752062,-122.42051, , 
3489,25th Ave & Balboa St  , ,37.776419,-122.48456, , 
3490,25th Ave & Balboa St  , ,37.776187,-122.484365, , 
3491,25th Ave & California St  , ,37.784003,-122.485102, , 
3492,25th Ave & California St  , ,37.783807,-122.48485, , 
3495,25th Ave & Clement St  , ,37.782147,-122.484975, , 
3496,25th Ave & Clement St  , ,37.781951,-122.484712, , 
3497,25th Ave & El Camino Del Mar  , ,37.787536,-122.485139, , 
3498,25th Ave & El Camino Del Mar  , ,37.787367,-122.485356, , 
3499,25th Ave & Fulton St  , ,37.772689,-122.484295, , 
3500,25th Ave & Geary Blvd  , ,37.780255,-122.484837, , 
3501,25th Ave & Geary Blvd  , ,37.779925,-122.484619, , 
3502,25th Ave & Lake St  , ,37.785868,-122.485241, , 
3503,25th Ave & Lake St  , ,37.785689,-122.485034, , 
3504,25th St & Connecticut St  , ,37.75236,-122.39634, , 
3505,25th St & Connecticut St, ,37.752242,-122.39662, , 
3507,25th St & Dakota St  , ,37.7525,-122.394832, , 
3510,25th St & Noe St  , ,37.74978,-122.431762, , 
3511,25th St & Potrero Ave   , ,37.751407,-122.40668, , 
3512,25th St & Wisconsin St  , ,37.75224,-122.39831, , 
3513,25th St & Wisconsin St  , ,37.752162,-122.398293, , 
3514,26th St & Castro St  , ,37.74815,-122.43363, , 
3516,26th St & De Haro St  , ,37.75086,-122.40015, , 
3517,26th St & De Haro St  , ,37.750753,-122.400024, , 
3519,26th St & Mission St  , ,37.749001,-122.417818, , 
3520,26th St & Noe St  , ,37.74827,-122.43177, , 
3521,26th St & Noe St  , ,37.748174,-122.431636, , 
3522,26th St & Rhode Island St  , ,37.750718,-122.401124, , 
3523,26th St & South Van Ness Ave  , ,37.749108,-122.416065, , 
3524,26th St & Wisconsin St  , ,37.75111,-122.39866, , 
3525,29th Ave & Vicente St  , ,37.73896,-122.48611, , 
3526,30th Ave & Quintara St  , ,37.74799,-122.4878, , 
3527,30th Ave & Quintara St  , ,37.74808,-122.487926, , 
3528,30th Ave & Rivera St  , ,37.74636,-122.4878, , 
3529,30th Ave & Rivera St  , ,37.74616,-122.48767, , 
3530,30th Ave & Santiago St  , ,37.74451,-122.48765, , 
3531,30th Ave & Santiago St  , ,37.74427,-122.48756, , 
3532,30th Ave & Taraval St  , ,37.742646,-122.487545, , 
3533,30th Ave & Taraval St  , ,37.74241,-122.48743, , 
3534,30th Ave & Ulloa St  , ,37.74077,-122.48739, , 
3535,30th St & Church St  , ,37.742159,-122.426369, , 
3536,30th St & Church St  , ,37.74204,-122.42676, , 
3537,30th St & Dolores St  , ,37.742304,-122.424026, , 
3538,30th St & Dolores St  , ,37.74217,-122.424457, , 
3540,30th St & Mission St  , ,37.742435,-122.42206, , 
3541,30th St & Mission St  , ,37.74231,-122.42217, , 
3542,30th St & Noe St  , ,37.74188,-122.43079, , 
3543,30th St & Sanchez St  , ,37.74202,-122.4286, , 
3544,30th St & Sanchez St  , ,37.74191,-122.42902, , 
3545,32nd Ave & Balboa St   , ,37.77668,-122.49195, , 
3546,32nd Ave & California St  , ,37.783419,-122.492442, , 
